OrderID,Seq,OrderDate,ProductID,Qty,Amt,CustomerID
55,19,2016-03-01,p1030071,1,4650,c365376
55,20,2016-03-01,p1012581,1,1050,c365376
57,1,2016-03-01,p1005891,1,1950,c345371
59,2,2016-03-01,p1002841,2,25600,c230788
59,4,2016-03-01,p1178011,1,8800,c230788
63,2,2016-03-01,p1072601,1,4600,c349653
63,3,2016-03-01,p1005891,1,1950,c349653
65,6,2016-03-01,p1207281,1,2600,c309376
75,2,2016-03-01,p1072601,1,4600,c280317
75,6,2016-03-01,p1006411,1,1091,c280317
79,2,2016-03-01,p1097821,1,1000,c117495
89,7,2016-03-01,p1012811,1,2500,c342774
89,8,2016-03-01,p1178011,1,8800,c342774
89,13,2016-03-01,p1002841,1,12800,c342774
99,2,2016-03-01,p1072601,2,9200,c296998
99,4,2016-03-01,p1194801,1,6800,c296998
99,6,2016-03-01,p1089531,1,2600,c296998
101,7,2016-03-01,p1144371,1,2850,c258782
101,12,2016-03-01,p1234751,1,909,c258782
101,14,2016-03-01,p1030071,1,4650,c258782
101,16,2016-03-01,p1152861,1,1091,c258782
101,23,2016-03-01,p1012581,1,1050,c258782
103,1,2016-03-01,p1133371,1,1000,c277294
107,2,2016-03-01,p1127201,1,3727,c112428
107,3,2016-03-01,p1089531,1,2600,c112428
107,5,2016-03-01,p1005771,1,1850,c112428
109,10,2016-03-01,p1012761,1,1900,c115512
109,11,2016-03-01,p1001771,1,3300,c115512
109,12,2016-03-01,p1012811,1,2500,c115512
111,3,2016-03-01,p1005771,1,1850,c057902
119,1,2016-03-01,p1012751,1,1500,c283663
119,3,2016-03-01,p1012641,1,1550,c283663
119,4,2016-03-01,p1012581,1,1050,c283663
123,1,2016-03-01,p1175481,1,1300,c280766
123,3,2016-03-01,p1144371,1,2850,c280766
123,7,2016-03-01,p1178011,1,8800,c280766
123,19,2016-03-01,p1005891,1,1950,c280766
127,1,2016-03-01,p1175481,1,1300,c256847
127,5,2016-03-01,p1005891,1,1950,c256847
135,3,2016-03-01,p1012761,1,1900,c057792
135,5,2016-03-01,p1072601,1,4600,c057792
135,6,2016-03-01,p1030071,1,4650,c057792
7,7,2016-03-01,p1211951,-6,-8400,c048405
7,9,2016-03-01,p1012811,5,12500,c048405
7,10,2016-03-01,p1012761,7,13300,c048405
7,15,2016-03-01,p1005621,2,5800,c048405
11,3,2016-03-01,p1054261,1,2091,c085186
13,1,2016-03-01,p1178011,1,8800,c362922
13,3,2016-03-01,p1175481,1,1300,c362922
13,4,2016-03-01,p1162631,1,4140,c362922
13,5,2016-03-01,p1005891,1,1950,c362922
13,9,2016-03-01,p1013161,1,2950,c362922
17,3,2016-03-01,p1159481,2,3600,c362893
21,2,2016-03-01,p1194801,2,13600,c037443
21,6,2016-03-01,p1005771,1,1850,c037443
21,8,2016-03-01,p1097821,1,1000,c037443
23,7,2016-03-01,p1030071,1,4650,c100792
25,3,2016-03-01,p1072601,1,4600,c025386
25,6,2016-03-01,p1012951,1,3000,c025386
25,8,2016-03-01,p1144371,1,2850,c025386
25,10,2016-03-01,p1005771,1,1850,c025386
25,17,2016-03-01,p1100371,1,400,c025386
25,20,2016-03-01,p1194801,1,6800,c025386
25,26,2016-03-01,p1006411,2,2182,c025386
25,32,2016-03-01,p1006281,2,1728,c025386
27,4,2016-03-01,p1002841,1,12800,c369132
29,2,2016-03-01,p1012751,1,1500,c048405
33,2,2016-03-01,p1178011,1,8800,c051771
35,1,2016-03-01,p1175481,1,1300,c201389
37,4,2016-03-01,p1012761,1,1900,c254747
37,8,2016-03-01,p1194801,1,6800,c254747
37,20,2016-03-01,p1175481,1,1300,c254747
37,21,2016-03-01,p1052661,1,1455,c254747
37,22,2016-03-01,p1255281,2,2364,c254747
37,23,2016-03-01,p1246581,1,1136,c254747
39,1,2016-03-01,p1246581,1,1136,c058327
43,5,2016-03-01,p1013161,1,2950,c238056
43,6,2016-03-01,p1012761,1,1900,c238056
43,7,2016-03-01,p1144371,1,2850,c238056
45,1,2016-03-01,p1200641,1,9000,c090124
45,2,2016-03-01,p1178011,1,8800,c090124
45,3,2016-03-01,p1012811,1,2500,c090124
45,5,2016-03-01,p1144371,2,5700,c090124
45,7,2016-03-01,p1012951,1,3000,c090124
51,3,2016-03-01,p1178011,1,8800,c123918
51,4,2016-03-01,p1072601,1,4600,c123918
57,2,2016-03-01,p1012751,1,1500,c352739
59,1,2016-03-01,p1002841,1,12800,c303751
61,4,2016-03-01,p1207281,1,2600,c362929
61,11,2016-03-01,p1012951,1,3000,c362929
65,1,2016-03-01,p1159481,1,1800,c095789
65,7,2016-03-01,p1175481,1,1300,c095789
65,9,2016-03-01,p1012951,1,3000,c095789
65,10,2016-03-01,p1005771,1,1850,c095789
67,4,2016-03-01,p1005891,1,1950,c092647
69,2,2016-03-01,p1005891,1,1950,c203789
69,6,2016-03-01,p1013161,1,2950,c203789
69,7,2016-03-01,p1127201,1,3727,c203789
75,1,2016-03-01,p1005771,1,1850,c293483
75,2,2016-03-01,p1036481,1,1050,c293483
77,4,2016-03-01,p1005771,1,1850,c181972
77,10,2016-03-01,p1012751,1,1500,c181972
81,1,2016-03-01,p1072601,1,4600,c110521
81,5,2016-03-01,p1178011,1,8800,c110521
87,1,2016-03-01,p1175481,1,1300,c095391
7,5,2016-03-02,p1133371,2,2000,c188059
13,2,2016-03-02,p1012761,1,1900,c201252
13,4,2016-03-02,p1012581,1,1050,c201252
13,5,2016-03-02,p1005891,1,1950,c201252
27,5,2016-03-02,p1072601,1,4600,c068423
31,9,2016-03-02,p1246581,2,2272,c084180
31,10,2016-03-02,p1133371,2,2000,c084180
31,11,2016-03-02,p1054261,1,2091,c084180
39,2,2016-03-02,p1005891,2,3900,c215381
39,4,2016-03-02,p1072601,1,4600,c215381
39,5,2016-03-02,p1127201,1,3727,c215381
49,1,2016-03-02,p1175481,1,1300,c354639
51,2,2016-03-02,p1072601,1,4600,c177682
57,2,2016-03-02,p1127201,1,3727,c166454
59,2,2016-03-02,p1175481,1,1300,c316488
59,3,2016-03-02,p1097591,1,600,c316488
59,7,2016-03-02,p1012581,1,1050,c316488
59,10,2016-03-02,p1036481,1,1050,c316488
63,4,2016-03-02,p1012951,1,3000,c150670
63,5,2016-03-02,p1005771,1,1850,c150670
63,6,2016-03-02,p1012751,1,1500,c150670
63,7,2016-03-02,p1012581,2,2100,c150670
67,2,2016-03-02,p1175481,1,1300,c274836
67,5,2016-03-02,p1005891,1,1950,c274836
67,8,2016-03-02,p1012811,1,2500,c274836
67,13,2016-03-02,p1012751,2,3000,c274836
67,14,2016-03-02,p1191881,1,1750,c274836
67,18,2016-03-02,p1001771,1,3300,c274836
67,19,2016-03-02,p1012951,1,3000,c274836
79,1,2016-03-02,p1012641,1,1550,c090006
79,2,2016-03-02,p1175481,1,1300,c090006
79,3,2016-03-02,p1012811,1,2500,c090006
79,7,2016-03-02,p1005891,1,1950,c090006
81,3,2016-03-02,p1005771,1,1850,c317547
85,2,2016-03-02,p1139701,1,1045,c060029
87,9,2016-03-02,p1012951,1,3000,c368342
87,25,2016-03-02,p1255281,1,1182,c368342
93,3,2016-03-02,p1005891,1,1950,c029643
103,1,2016-03-02,p1072601,1,4600,c271006
103,2,2016-03-02,p1030071,1,4650,c271006
105,4,2016-03-02,p1133371,2,2000,c314698
107,1,2016-03-02,p1133371,1,1000,c112428
107,5,2016-03-02,p1054261,1,2091,c112428
111,3,2016-03-02,p1097591,1,600,c155875
111,4,2016-03-02,p1175481,1,1300,c155875
111,5,2016-03-02,p1097821,1,1000,c155875
111,6,2016-03-02,p1133371,1,1000,c155875
111,7,2016-03-02,p1036481,1,1050,c155875
115,5,2016-03-02,p1036481,1,1050,c314144
115,10,2016-03-02,p1005891,1,1950,c314144
117,4,2016-03-02,p1159481,1,1800,c305406
117,6,2016-03-02,p1012641,1,1550,c305406
117,8,2016-03-02,p1246581,2,2272,c305406
119,1,2016-03-02,p1072601,1,4600,c093176
119,3,2016-03-02,p1005891,1,1950,c093176
119,5,2016-03-02,p1002841,1,12800,c093176
129,6,2016-03-02,p1012581,4,4200,c230379
129,10,2016-03-02,p1175481,1,1300,c230379
131,1,2016-03-02,p1246581,2,2272,c221444
137,3,2016-03-02,p1052661,3,4365,c048405
137,4,2016-03-02,p1097821,3,3000,c048405
137,5,2016-03-02,p1097831,3,4365,c048405
137,7,2016-03-02,p1235451,6,7362,c048405
139,1,2016-03-02,p1159481,1,1800,c192673
139,2,2016-03-02,p1012751,1,1500,c192673
149,1,2016-03-02,p1200641,1,9000,c116212
149,2,2016-03-02,p1002841,1,12800,c116212
151,1,2016-03-02,p1246581,1,1136,c076781
153,4,2016-03-02,p1012761,1,1900,c336644
153,6,2016-03-02,p1012581,1,1050,c336644
153,9,2016-03-02,p1097591,1,600,c336644
153,10,2016-03-02,p1006411,2,2182,c336644
157,1,2016-03-02,p1139701,1,1045,c187241
157,2,2016-03-02,p1139681,2,1818,c187241
165,3,2016-03-02,p1012641,1,1550,c276338
167,3,2016-03-02,p1005891,1,1950,c121344
167,5,2016-03-02,p1012751,1,1500,c121344
171,2,2016-03-02,p1100371,2,800,c171937
175,2,2016-03-02,p1207281,1,2600,c057902
175,3,2016-03-02,p1002841,1,12800,c057902
175,4,2016-03-02,p1072601,1,4600,c057902
175,5,2016-03-02,p1100371,2,800,c057902
181,1,2016-03-02,p1178011,1,8800,c057792
181,6,2016-03-02,p1002841,1,12800,c057792
195,1,2016-03-02,p1133371,1,1000,c156419
195,2,2016-03-02,p1149391,1,909,c156419
195,3,2016-03-02,p1072601,1,4600,c156419
197,3,2016-03-02,p1255281,1,1182,c085186
197,4,2016-03-02,p1054261,1,2091,c085186
197,6,2016-03-02,p1012811,1,2500,c085186
199,1,2016-03-02,p1072601,1,4600,c270755
207,3,2016-03-02,p1002841,1,12800,c091138
207,4,2016-03-02,p1144371,1,2850,c091138
213,5,2016-03-02,p1089531,1,2600,c056795
213,7,2016-03-02,p1005891,1,1950,c056795
215,1,2016-03-02,p1072601,1,4600,c312185
215,4,2016-03-02,p1207281,1,2600,c312185
215,5,2016-03-02,p1178011,1,8800,c312185
215,9,2016-03-02,p1012751,1,1500,c312185
217,4,2016-03-02,p1005771,1,1850,c050169
217,10,2016-03-02,p1005891,1,1950,c050169
223,1,2016-03-02,p1030071,1,4650,c140124
223,3,2016-03-02,p1012641,1,1550,c140124
223,4,2016-03-02,p1012811,1,2500,c140124
223,5,2016-03-02,p1012951,1,3000,c140124
225,1,2016-03-02,p1002841,1,12800,c260290
225,4,2016-03-02,p1231011,2,1818,c260290
229,2,2016-03-02,p1012641,1,1550,c090485
237,1,2016-03-02,p1178011,1,8800,c356418
237,2,2016-03-02,p1072601,1,4600,c356418
239,4,2016-03-02,p1089531,-1,-2600,c357756
239,7,2016-03-02,p1012951,-1,-3000,c357756
5,1,2016-03-02,p1012751,1,1500,c268330
5,5,2016-03-02,p1012951,1,3000,c268330
5,6,2016-03-02,p1246581,3,3408,c268330
11,3,2016-03-02,p1012751,1,1500,c317858
13,2,2016-03-02,p1175481,1,1300,c317858
17,1,2016-03-02,p1012811,1,2500,c129791
23,3,2016-03-02,p1036481,1,1050,c341192
23,6,2016-03-02,p1012751,1,1500,c341192
31,1,2016-03-02,p1178011,1,8800,c078549
31,2,2016-03-02,p1012811,1,2500,c078549
31,3,2016-03-02,p1175481,1,1300,c078549
33,2,2016-03-02,p1072601,1,4600,c295047
33,5,2016-03-02,p1191881,1,1750,c295047
37,9,2016-03-02,p1175481,1,1300,c030869
37,16,2016-03-02,p1005891,1,1950,c030869
37,17,2016-03-02,p1052661,1,1455,c030869
37,18,2016-03-02,p1006411,2,2182,c030869
43,6,2016-03-02,p1072601,1,4600,c084957
43,7,2016-03-02,p1178011,1,8800,c084957
45,2,2016-03-02,p1005771,1,1850,c039396
47,4,2016-03-02,p1175481,1,1300,c118028
47,5,2016-03-02,p1012751,1,1500,c118028
47,7,2016-03-02,p1012641,1,1550,c118028
49,2,2016-03-02,p1012581,2,2100,c353494
63,3,2016-03-02,p1159481,1,1800,c131602
63,5,2016-03-02,p1246581,1,1136,c131602
67,3,2016-03-02,p1072601,1,4600,c037915
73,2,2016-03-02,p1005891,1,1950,c265007
75,1,2016-03-02,p1030071,2,9300,c126771
75,2,2016-03-02,p1178011,1,8800,c126771
75,3,2016-03-02,p1175481,1,1300,c126771
75,4,2016-03-02,p1207281,1,2600,c126771
77,3,2016-03-02,p1030071,1,4650,c352817
77,11,2016-03-02,p1178011,1,8800,c352817
77,14,2016-03-02,p1191881,1,1750,c352817
79,1,2016-03-02,p1246581,2,2272,c043717
79,2,2016-03-02,p1127201,1,3727,c043717
83,2,2016-03-02,p1030071,1,4650,c051732
83,4,2016-03-02,p1178011,1,8800,c051732
83,5,2016-03-02,p1005891,1,1950,c051732
83,6,2016-03-02,p1036481,1,1050,c051732
87,3,2016-03-02,p1012581,3,3150,c132464
87,4,2016-03-02,p1012761,1,1900,c132464
87,6,2016-03-02,p1002841,1,12800,c132464
89,4,2016-03-02,p1036481,1,1050,c069948
89,6,2016-03-02,p1005891,1,1950,c069948
99,2,2016-03-02,p1178011,1,7920,c218286
101,1,2016-03-02,p1100371,1,400,c327488
113,1,2016-03-02,p1200641,1,9000,c260402
113,2,2016-03-02,p1178011,1,8800,c260402
121,1,2016-03-02,p1178011,1,8800,c308745
121,3,2016-03-02,p1026741,1,3227,c308745
121,4,2016-03-02,p1005891,1,1950,c308745
127,4,2016-03-02,p1026741,2,6454,c067375
129,1,2016-03-02,p1246581,1,1136,c078947
131,1,2016-03-02,p1175481,1,1300,c028666
131,5,2016-03-02,p1005771,1,1850,c028666
145,2,2016-03-02,p1231011,2,1818,c266817
145,3,2016-03-02,p1234751,2,1818,c266817
147,3,2016-03-02,p1072601,1,4600,c315780
153,5,2016-03-02,p1012811,1,2500,c017754
153,6,2016-03-02,p1005891,1,1950,c017754
155,1,2016-03-02,p1089531,1,2600,c063797
163,1,2016-03-02,p1005891,2,3900,c357801
163,3,2016-03-02,p1178011,1,8800,c357801
163,7,2016-03-02,p1127201,1,3727,c357801
163,8,2016-03-02,p1072601,1,4600,c357801
163,9,2016-03-02,p1159481,1,1800,c357801
59,5,2016-03-03,p1255281,2,2364,c211169
63,1,2016-03-03,p1011291,22,5676,c043687
69,2,2016-03-03,p1178011,1,8800,c105246
69,3,2016-03-03,p1162631,1,3680,c105246
75,2,2016-03-03,p1013161,2,5900,c083107
75,6,2016-03-03,p1012751,1,1500,c083107
77,1,2016-03-03,p1178011,1,8800,c185841
79,1,2016-03-03,p1005771,1,1850,c157116
79,2,2016-03-03,p1100371,4,1600,c157116
79,4,2016-03-03,p1119071,1,1091,c157116
87,2,2016-03-03,p1013161,1,2950,c099839
87,3,2016-03-03,p1005771,1,1850,c099839
87,8,2016-03-03,p1097591,1,600,c099839
87,9,2016-03-03,p1175481,1,1300,c099839
87,10,2016-03-03,p1012751,1,1500,c099839
107,1,2016-03-03,p1005621,1,2900,c090821
107,2,2016-03-03,p1005891,2,3900,c090821
109,1,2016-03-03,p1012751,2,3000,c163488
113,1,2016-03-03,p1178011,1,8800,c093176
113,2,2016-03-03,p1002841,1,12800,c093176
115,2,2016-03-03,p1139701,1,1045,c275248
115,4,2016-03-03,p1139681,1,909,c275248
119,2,2016-03-03,p1005891,2,3900,c051339
121,1,2016-03-03,p1175481,1,1300,c040668
123,1,2016-03-03,p1175481,1,1300,c339083
123,2,2016-03-03,p1012761,1,1900,c339083
125,2,2016-03-03,p1178011,1,8800,c343447
127,1,2016-03-03,p1012761,1,1900,c033504
127,3,2016-03-03,p1012751,1,1500,c033504
133,2,2016-03-03,p1175481,1,1300,c303751
133,3,2016-03-03,p1005771,1,1850,c303751
135,1,2016-03-03,p1144371,2,5700,c135336
137,1,2016-03-03,p1200641,1,9000,c116212
139,4,2016-03-03,p1012811,1,2500,c349634
139,5,2016-03-03,p1178011,1,8800,c349634
143,5,2016-03-03,p1191881,1,1750,c328222
143,8,2016-03-03,p1005621,1,2900,c328222
143,10,2016-03-03,p1133371,2,2000,c328222
143,11,2016-03-03,p1005891,1,1950,c328222
143,15,2016-03-03,p1012751,1,1500,c328222
155,2,2016-03-03,p1191881,1,1750,c232842
161,1,2016-03-03,p1012581,1,1050,c052684
169,1,2016-03-03,p1246581,2,2272,c215674
171,2,2016-03-03,p1255281,1,1182,c119748
171,3,2016-03-03,p1133371,2,2000,c119748
173,8,2016-03-03,p1012751,2,3000,c017672
173,13,2016-03-03,p1144371,1,2850,c017672
183,2,2016-03-03,p1030071,1,4650,c257773
183,3,2016-03-03,p1207281,1,2600,c257773
185,3,2016-03-03,p1005771,1,1850,c193316
195,2,2016-03-03,p1246581,2,2272,c214899
199,1,2016-03-03,p1012811,1,2500,c017605
201,1,2016-03-03,p1002841,1,12800,c037554
201,4,2016-03-03,p1072601,1,4600,c037554
201,5,2016-03-03,p1127201,1,3727,c037554
201,7,2016-03-03,p1005891,1,1950,c037554
201,8,2016-03-03,p1191881,1,1750,c037554
201,11,2016-03-03,p1012581,1,1050,c037554
209,5,2016-03-03,p1194801,1,6800,c117495
215,1,2016-03-03,p1005771,2,3700,c312280
215,2,2016-03-03,p1012581,1,1050,c312280
215,3,2016-03-03,p1097591,1,600,c312280
223,1,2016-03-03,p1178011,2,17600,c305163
229,3,2016-03-03,p1005771,1,1850,c131359
231,3,2016-03-03,p1133371,1,1000,c046178
231,6,2016-03-03,p1012641,1,1550,c046178
231,7,2016-03-03,p1012581,1,1050,c046178
231,8,2016-03-03,p1012751,1,1500,c046178
3,1,2016-03-03,p1002841,1,12800,c082866
11,6,2016-03-03,p1005771,1,1850,c339083
13,1,2016-03-03,p1005621,1,2900,c140393
13,2,2016-03-03,p1178011,1,8800,c140393
13,6,2016-03-03,p1012751,1,1500,c140393
13,8,2016-03-03,p1012761,1,1900,c140393
21,3,2016-03-03,p1030071,1,4650,c365459
21,4,2016-03-03,p1012761,1,1900,c365459
21,5,2016-03-03,p1005891,3,5850,c365459
25,7,2016-03-03,p1012641,1,1550,c218626
25,8,2016-03-03,p1001771,1,3300,c218626
33,1,2016-03-03,p1178011,1,8800,c315780
33,2,2016-03-03,p1175481,1,1300,c315780
33,5,2016-03-03,p1001771,1,3300,c315780
35,2,2016-03-03,p1012811,1,2500,c362576
35,4,2016-03-03,p1012751,1,1500,c362576
35,6,2016-03-03,p1175481,1,1300,c362576
39,3,2016-03-03,p1178011,1,8800,c201920
45,3,2016-03-03,p1175481,1,1300,c172877
45,4,2016-03-03,p1036481,1,1050,c172877
45,5,2016-03-03,p1133371,1,1000,c172877
51,1,2016-03-03,p1072601,1,4600,c297997
51,2,2016-03-03,p1175481,1,1300,c297997
51,7,2016-03-03,p1139701,2,2090,c297997
61,1,2016-03-03,p1178011,1,8800,c328828
85,1,2016-03-03,p1030071,1,4650,c317858
85,2,2016-03-03,p1207281,1,2600,c317858
85,3,2016-03-03,p1133371,3,3000,c317858
89,2,2016-03-03,p1005891,1,1950,c354828
89,3,2016-03-03,p1175481,1,1300,c354828
91,2,2016-03-03,p1162631,1,4600,c017544
91,4,2016-03-03,p1012641,1,1550,c017544
91,5,2016-03-03,p1144371,1,2850,c017544
93,6,2016-03-03,p1012951,1,3000,c349167
93,7,2016-03-03,p1133371,1,1000,c349167
95,1,2016-03-03,p1200641,1,9000,c179633
95,3,2016-03-03,p1012951,1,3000,c179633
97,2,2016-03-03,p1256521,1,1850,c179633
99,1,2016-03-03,p1072601,2,9200,c331925
103,3,2016-03-03,p1002841,1,12800,c351034
105,2,2016-03-03,p1012761,1,1900,c300385
105,3,2016-03-03,p1089531,1,2600,c300385
105,4,2016-03-03,p1001771,1,3300,c300385
107,4,2016-03-03,p1030071,1,4650,c148616
111,3,2016-03-03,p1005771,1,1850,c347991
111,5,2016-03-03,p1012951,1,3000,c347991
117,2,2016-03-03,p1005771,1,1850,c319923
117,3,2016-03-03,p1012641,1,1550,c319923
117,4,2016-03-03,p1012761,1,1900,c319923
117,5,2016-03-03,p1002841,1,12800,c319923
117,7,2016-03-03,p1175481,1,1300,c319923
123,1,2016-03-03,p1012751,1,1500,c266280
125,2,2016-03-03,p1052661,1,1455,c065797
125,3,2016-03-03,p1012641,1,1550,c065797
125,4,2016-03-03,p1006411,1,1091,c065797
125,5,2016-03-03,p1006281,1,864,c065797
127,1,2016-03-03,p1207281,1,2600,c302963
127,2,2016-03-03,p1001771,1,3300,c302963
127,3,2016-03-03,p1072601,1,4600,c302963
127,5,2016-03-03,p1012751,1,1500,c302963
129,3,2016-03-03,p1012641,1,1550,c234902
129,4,2016-03-03,p1200641,1,9000,c234902
129,5,2016-03-03,p1001771,1,3300,c234902
129,7,2016-03-03,p1159481,1,1800,c234902
137,1,2016-03-03,p1178011,1,8800,c352720
143,3,2016-03-03,p1005891,2,3900,c236759
145,5,2016-03-03,p1231011,1,909,c132418
145,6,2016-03-03,p1152861,1,1091,c132418
155,1,2016-03-03,p1194801,1,6800,c338151
155,5,2016-03-03,p1013161,1,2950,c338151
155,6,2016-03-03,p1089531,1,2600,c338151
159,2,2016-03-03,p1072601,1,4600,c058487
159,3,2016-03-03,p1005771,1,1850,c058487
163,1,2016-03-03,p1006411,1,1091,c204329
165,3,2016-03-03,p1005771,1,1850,c351898
173,1,2016-03-03,p1012751,1,1500,c031556
173,3,2016-03-03,p1001771,1,3300,c031556
175,2,2016-03-03,p1012581,2,2100,c037261
67,3,2016-03-03,p1012751,1,1500,c295037
69,1,2016-03-03,p1002841,1,12800,c259666
71,6,2016-03-03,p1097821,1,1000,c280766
71,7,2016-03-03,p1207281,1,2600,c280766
71,8,2016-03-03,p1001771,1,3300,c280766
71,9,2016-03-03,p1012761,1,1900,c280766
75,2,2016-03-03,p1005771,2,3700,c108482
79,2,2016-03-03,p1178011,-1,-8800,c150417
17,2,2016-03-03,p1089531,1,2600,c345899
17,3,2016-03-03,p1178011,1,8800,c345899
17,4,2016-03-03,p1012581,1,1050,c345899
17,6,2016-03-03,p1030071,1,4650,c345899
23,2,2016-03-03,p1006411,1,1091,c365956
23,4,2016-03-03,p1012641,1,1550,c365956
23,6,2016-03-03,p1013161,1,2950,c365956
23,7,2016-03-03,p1097591,1,600,c365956
23,8,2016-03-03,p1072601,1,4600,c365956
23,9,2016-03-03,p1133371,1,1000,c365956
23,10,2016-03-03,p1036481,1,1050,c365956
23,11,2016-03-03,p1097821,2,2000,c365956
25,1,2016-03-03,p1052661,1,1455,c333911
27,2,2016-03-03,p1072601,1,4600,c155920
31,3,2016-03-03,p1072601,1,4600,c090006
33,8,2016-03-03,p1005891,1,1950,c237261
37,1,2016-03-03,p1175481,1,1300,c223372
39,7,2016-03-03,p1012641,1,1550,c123918
41,2,2016-03-03,p1097591,1,600,c238056
41,3,2016-03-03,p1100371,3,1200,c238056
47,1,2016-03-03,p1127201,1,3727,c236759
49,1,2016-03-03,p1012581,1,1050,c279451
49,2,2016-03-03,p1012761,1,1900,c279451
53,5,2016-03-03,p1011291,4,1092,c048405
59,1,2016-03-03,p1072601,1,4600,c211169
153,1,2016-03-04,p1246581,1,1136,c275313
153,4,2016-03-04,p1097831,1,1455,c275313
153,5,2016-03-04,p1119071,1,1091,c275313
61,2,2016-03-04,p1005891,1,1950,c255595
65,1,2016-03-04,p1207281,1,2600,c140683
65,2,2016-03-04,p1005771,1,1850,c140683
65,4,2016-03-04,p1012951,1,3000,c140683
65,5,2016-03-04,p1144371,1,2850,c140683
67,3,2016-03-04,p1194801,1,6800,c217049
67,4,2016-03-04,p1175481,1,1300,c217049
69,1,2016-03-04,p1200641,1,9000,c084180
69,3,2016-03-04,p1054261,1,2091,c084180
71,3,2016-03-04,p1175481,2,2600,c192673
73,1,2016-03-04,p1149401,1,909,c157116
73,3,2016-03-04,p1100371,2,800,c157116
79,2,2016-03-04,p1149401,1,909,c312420
81,3,2016-03-04,p1005891,1,1950,c280471
81,4,2016-03-04,p1119071,1,1091,c280471
81,5,2016-03-04,p1012811,1,2500,c280471
85,2,2016-03-04,p1012761,1,1900,c265007
85,3,2016-03-04,p1005891,1,1950,c265007
85,4,2016-03-04,p1175481,1,1300,c265007
89,2,2016-03-04,p1072601,1,4600,c110521
89,3,2016-03-04,p1175481,1,1300,c110521
89,4,2016-03-04,p1001771,1,3300,c110521
95,2,2016-03-04,p1119071,1,1091,c111322
99,1,2016-03-04,p1200641,1,9000,c337102
101,1,2016-03-04,p1026741,1,3227,c324615
107,2,2016-03-04,p1175481,1,1300,c083678
111,1,2016-03-04,p1011291,1,273,c217179
113,3,2016-03-04,p1191881,1,1750,c272292
113,5,2016-03-04,p1144371,1,2850,c272292
113,8,2016-03-04,p1002841,1,12800,c272292
113,10,2016-03-04,p1175481,1,1300,c272292
119,1,2016-03-04,p1002841,1,12800,c135760
119,11,2016-03-04,p1012581,1,1050,c135760
119,12,2016-03-04,p1012951,1,3000,c135760
123,1,2016-03-04,p1072601,1,4600,c030869
123,5,2016-03-04,p1246581,1,1136,c030869
127,2,2016-03-04,p1097821,2,2000,c222596
127,5,2016-03-04,p1178011,1,8800,c222596
127,9,2016-03-04,p1072601,1,4600,c222596
129,3,2016-03-04,p1231011,1,909,c218664
129,4,2016-03-04,p1246581,1,1136,c218664
135,2,2016-03-04,p1026741,1,3227,c056399
137,2,2016-03-04,p1133371,1,1000,c352212
3,3,2016-03-04,p1036481,2,2100,c095560
5,1,2016-03-04,p1159481,4,7200,c291488
5,2,2016-03-04,p1005891,3,5850,c291488
